title,conductor,composer_id,movement,work_id
,,,Cinderella's Waltz,73821
,,,Midnight,73822
,,,,73823
,,,Trepak (Russian Dance),73824
,,,,73825
,,,,73826
,,,Polovtsian Dances [Nos. 8 & 17 in opera],73827
,,,,73828
,,,,73829
,,,"Summertime, Clara, Act I, scene 1",73830
,,,"My Man's Gone Now, Serena/Chorus, Act I, scene 2",73831
,,,,73832
,,,,73833
,,,,73834
,,,,73835
,,,,73836
,,,,73837
,,,,73838
,,,,73839
,,,,73840
,,,,73841
,,,,73842
,,,,73843
,,,,73844
,,,,73845
,,,,73846
,,,,73847
,,,,73848
,,,,73849
,,,,73850
,,,,73851
,,,,73852
,,,,73853
,,,,73854
,,,,73855
,,,,73856
,,,Overture,73857
,,,,73858
,,,,73859
,,,,73860
,,,,73861
,,,"Act III, scene 2, Bacchanale",73862
,,,,73863
,,,"Fanfare to precede ""La Peri""",73864
,,,,73865
,,,La Mourisque,73866
,,,"Ronde: ""Mon Amy""",73867
,,,Pavane Battaille,73868
,,,"Sonata pian' e forte a 8, C. 175",73869
,,,,73870
,,,,73871
,,,,73872
,,,,73873
,,,,73874
,,,,73875
,,,,73876
,,,Blues March,73877
,,,,73878
,,,,73879
,,,America,73880
,,,,73881
,,,,73882
,,,,73883
,,,,73884
,,,,73885
,,,,73886
,,,Allegro con brio,73887
,,,Allegro,73888
,,,Allegro,73889
,,,,73890
,,,,73891
,,,,73892
,,,,73893
,,,,73894
,,,No. 3 in D major,73895
,,,,73896
,,,,73897
,,,,73898
,,,,73899
,,,,73900
,,,,73901
,,,,73902
,,,,73903
,,,Hungarian Dance No. 5 (Schmeling),73904
,,,,73905
,,,,73906
,,,,73907
,,,,73908
,,,,73909
,,,Trepak (Russian Dance),73910
,,,,73911
,,,Polovtsian Dances [Nos. 8 & 17 in opera],73912
,,,,73913
,,,,73914
,,,,73915
,,,Rakoczy March (Hungarian March),73916
,,,,73917
,,,,73918
,,,,73919
,,,Introduction,73920
,,,Quarrel,73921
,,,Fairy Grandmother and Fairy Winter,73922
,,,Cinderella Goes to the Ball,73923
,,,Cinderella and the Prince,73924
,,,Cinderella's Waltz,73925
,,,Midnight,73926
,,,,73927
,,,,73928
,,,,73929
,,,Overture,73930
,,,"In solitaria stanza (""In a Lonely Room"")",73931
,,,"Il poveretto (""The Pauper"")",73932
,,,"Il mistero (""The Mystery"")",73933
,,,"L'esule (""The Exile"")",73934
,,,,73935
,,,,73936
,,,Intermezzo (Prelude to Act III),73937
,,,Intermezzo,73938
,,,"Deh, piestoso, oh addolorata (""Oh, Have Pity, O Mother of Sorrows"")",73939
,,,"Il tramonto (""The Sunset"")",73940
,,,"Ad una stella (""To a Star"")",73941
,,,"Brindisi (""A Toast"")",73942
,,,,73943
,,,,73944
,,,,73945
,,,"""Ah, sì ben mio"" ... ""Di quella pira,"" Manrico (aria), Act III, scene ii",73946
,,,,73947
,,,Overture,73948
,,,,73949
,,,,73950
,,,,73951
,,,,73952
,,,,73953
,,,,73954
,,,,73955
,,,,73956
,,,Overture,73957
,,,,73958
,,,,73959
,,,,73960
,,,,73961
,,,,73962
,,,,73963
,,,Overture,73964
,,,,73965
,,,,73966
,,,,73967
,,,,73968
,,,,73969
,,,,73970
,,,Overture,73971
,,,,73972
,,,,73973
,,,,73974
,,,,73975
,,,,73976
,,,,73977
,,,,73978
,,,,73979
,,,Overture,73980
,,,,73981
,,,,73982
,,,,73983
,,,,73984
,,,,73985
,,,"Canzon septimi toni a 8, C. 172",73986
,,,Overture,73987
,,,Largo,73988
,,,A Baroque Happy Birthday (arr. Wiprud),73989
,,,Alla Hornpipe,73990
,,,,73991
,,,,73992
,,,,73993
,,,,73994
,,,,73995
,,,,73996
,,,,73997
,,,,73998
,,,,73999
,,,,74000
,,,,74001
,,,,74002
,,,,74003
,,,Overture,74004
,,,,74005
,,,,74006
,,,,74007
,,,,74008
,,,,74009
,,,,74010
,,,,74011
,,,,74012
,,,Prelude to Act I,74013
,,,Act III: Introduction,74014
,,,,74015
,,,,74016
,,,,74017
,,,,74018
,,,Farandole,74019
,,,,74020
,,,,74021
,,,,74022
,,,,74023
,,,Adagietto,74024
,,,Farandole,74025
,,,,74026
,,,,74027
,,,,74028
,,,,74029
,,,Adagietto,74030
,,,Farandole,74031
,,,,74032
,,,,74033
,,,Overture,74034
,,,,74035
,,,,74036
,,,,74037
,,,,74038
,,,Farandole,74039
,,,,74040
,,,,74041
,,,Bourrées I and II,74042
,,,,74043
,,,,74044
,,,,74045
,,,,74046
,,,Adagietto,74047
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74048
,,,,74049
,,,,74050
,,,,74051
,,,,74052
,,,Prelude to Act I,74053
,,,Act III: Introduction,74054
,,,Overture,74055
,,,,74056
,,,Sarabande,74057
,,,,74058
,,,,74059
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74060
,,,Farandole,74061
,,,,74062
,,,,74063
,,,,74064
,,,,74065
,,,,74066
,,,Act III: Introduction,74067
,,,,74068
,,,,74069
,,,"""Meine Freude"" (""My Joys"")",74070
,,,,74071
,,,,74072
,,,Prelude to Act I,74073
,,,Act III: Introduction,74074
,,,,74075
,,,,74076
,,,,74077
,,,,74078
,,,Adagietto,74079
,,,Farandole,74080
,,,,74081
,,,"""Meine Freude"" (""My Joys"")",74082
,,,,74083
,,,,74084
,,,,74085
,,,,74086
,,,,74087
,,,,74088
,,,,74089
,,,,74090
,,,,74091
,,,,74092
,,,,74093
,,,,74094
,,,"Final Scene: ""Ah, du wolltest mich nicht deinen Mund kuessen lassen, Jokanaan!""",74095
,,,,74096
,,,,74097
,,,,74098
,,,,74099
,,,Dance of the Seven Veils,74100
,,,,74101
,,,,74102
,,,,74103
,,,,74104
,,,,74105
,,,,74106
,,,,74107
,,,,74108
,,,,74109
,,,,74110
,,,,74111
,,,,74112
,,,,74113
,,,,74114
,,,,74115
,,,,74116
,,,,74117
,,,,74118
,,,,74119
,,,,74120
,,,,74121
,,,,74122
,,,Miniature Overture,74123
,,,Overture,74124
,,,Mirlitons (Dance of the Reed Flutes),74125
,,,Toot Toot Tootie Toot,74126
,,,March,74127
,,,Peanut Brittle Brigade,74128
,,,Dance of the Sugarplum Fairy (Fée dragée),74129
,,,Sugar Rum Cherry,74130
,,,Coffee (Arabian Dance),74131
,,,Arabesque Cookie,74132
,,,Tea (Chinese Dance),74133
,,,Chinoiserie,74134
,,,Waltz of the Flowers,74135
,,,Danse of the Floreadores,74136
,,,Trepak (Russian Dance),74137
,,,The Volga Vouty,74138
,,,,74139
,,,,74140
,,,,74141
,,,,74142
,,,Miniature Overture,74143
,,,Overture,74144
,,,Mirlitons (Dance of the Reed Flutes),74145
,,,Toot Toot Tootie Toot,74146
,,,March,74147
,,,Peanut Brittle Brigade,74148
,,,Dance of the Sugarplum Fairy (Fée dragée),74149
,,,Sugar Rum Cherry,74150
,,,Coffee (Arabian Dance),74151
,,,Arabesque Cookie,74152
,,,Tea (Chinese Dance),74153
,,,Chinoiserie,74154
,,,Waltz of the Flowers,74155
,,,Danse of the Floreadores,74156
,,,Trepak (Russian Dance),74157
,,,The Volga Vouty,74158
,,,Happy Birthday Jam,74159
,,,,74160
,,,,74161
,,,,74162
,,,,74163
,,,Miniature Overture,74164
,,,Overture,74165
,,,Mirlitons (Dance of the Reed Flutes),74166
,,,Toot Toot Tootie Toot,74167
,,,March,74168
,,,Peanut Brittle Brigade,74169
,,,Dance of the Sugarplum Fairy (Fée dragée),74170
,,,Sugar Rum Cherry,74171
,,,Coffee (Arabian Dance),74172
,,,Arabesque Cookie,74173
,,,Tea (Chinese Dance),74174
,,,Chinoiserie,74175
,,,Waltz of the Flowers,74176
,,,Danse of the Floreadores,74177
,,,Trepak (Russian Dance),74178
,,,The Volga Vouty,74179
,,,,74180
,,,,74181
,,,,74182
,,,,74183
,,,[No tempo indicated],74184
,,,Adagio,74185
,,,Allegro,74186
,,,,74187
,,,,74188
,,,,74189
,,,,74190
,,,,74191
,,,,74192
,,,,74193
,,,,74194
,,,,74195
,,,,74196
,,,,74197
,,,,74198
,,,Finale: Here We Come A-Wassailing,74199
,,,,74200
,,,,74201
,,,,74202
,,,,74203
,,,,74204
,,,,74205
,,,,74206
,,,,74207
,,,,74208
,,,Excerpt,74209
,,,,74210
,,,,74211
,,,,74212
,,,,74213
,,,,74214
,,,,74215
,,,,74216
,,,Overture,74217
,,,Andante,74218
,,,A Classical Happy Birthday (arr. Adelson),74219
,,,Menuetto – Trio,74220
,,,Adagio -- Allegro,74221
,,,Poco sostenuto — Vivace,74222
,,,,74223
,,,Sinfonia,74224
,,,,74225
,,,,74226
,,,,74227
,,,,74228
,,,,74229
,,,,74230
,,,Part I,74231
,,,Sinfonia (Overture),74232
,,,Recitative (Tenor): Comfort ye my people,74233
,,,Air (Tenor): Ev'ry valley shall be exalted,74234
,,,Chorus: And the glory of the Lord,74235
,,,Recitative (Bass): Thus saith the Lord of Hosts,74236
,,,Air (Contralto): But who may abide the day of His coming?,74237
,,,Chorus: And He shall purify,74238
,,,"Recitative (Contralto): Behold, a virgin shall conceive",74239
,,,Air and Chorus (Contralto): O thou that tellest,74240
,,,"Recitative (Bass): For, behold, darkness shall cover the earth",74241
,,,Air (Bass): The people that walked in darkness,74242
,,,Chorus: For unto us a Child is born,74243
,,,"Pifa (""Pastoral Symphony"")",74244
,,,Recitative (Soprano): There were shepherds abiding in the field,74245
,,,"Recitative (Soprano): And, lo, the angel of the Lord came upon them",74246
,,,Recitative (Soprano): And the angel said unto them,74247
,,,Recitative (Soprano): And suddenly there was with the angel,74248
,,,Chorus: Glory to God in the highest,74249
,,,"Air (Soprano): Rejoice greatly, O daughter of Zion",74250
,,,Recitative (Contralto): Then shall the eyes of the blind,74251
,,,Duet (Soprano and Contralto): He shall feed His flock,74252
,,,"Chorus: His yoke is easy, His burthen is light",74253
,,,Part II,74254
,,,Chorus: Behold the Lamb of God,74255
,,,Air (Contralto): He was despised,74256
,,,"Chorus: Surely, He hath borne our griefs",74257
,,,Chorus: And with His stripes we are healed,74258
,,,Chorus: All we like sheep have gone astray,74259
,,,Recitative (Tenor): All they that see Him laugh Him to scorn,74260
,,,"Air (Tenor): Behold, and see if there be any sorrow",74261
,,,Recitative (Tenor or Soprano): He was cut off out of the land of the living,74262
,,,Air (Tenor): But Thou didst not leave His soul in hell,74263
,,,Chorus: Lift up your heads,74264
,,,Chorus: The Lord gave the word,74265
,,,Air (Soprano): How beautiful are the feet of them,74266
,,,Air (Bass): Why do the nations so furiously rage together?,74267
,,,Chorus: Let us break their bonds asunder,74268
,,,Recitative (Tenor): He that dwelleth in heaven,74269
,,,Air (Tenor): Thou shallt break them with a rod of iron,74270
,,,Chorus: Hallelujah!,74271
,,,Part III,74272
,,,Air (Soprano): I know that my Redeemer liveth,74273
,,,Chorus: Since by man came death,74274
,,,"Recitative (Bass): Behold, I tell you a mystery",74275
,,,Air (Bass): The trumpet shall sound,74276
,,,Recitative (Alto): Then shall be brought to pass,74277
,,,Air (Soprano): If God be for us,74278
,,,Chorus: Worthy is the Lamb that was slain,74279
,,,Chorus: Amen,74280
,,,,74281
,,,,74282
,,,"""I Have Confidence""",74283
,,,,74284
,,,,74285
,,,,74286
,,,,74287
,,,,74288
,,,,74289
,,,,74290
,,,,74291
,,,,74292
,,,,74293
,,,,74294
,,,,74295
,,,,74296
,,,,74297
,,,I Wish I Were in Love Again,74298
,,,,74299
,,,The Glamorous Life,74300
,,,"""Edelweis""",74301
,,,,74302
,,,I Could Have Danced All Night,74303
,,,,74304
,,,,74305
,,,,74306
,,,,74307
,,,,74308
,,,,74309
,,,,74310
,,,,74311
,,,,74312
,,,Andante cantabile,74313
,,,,74314
,,,,74315
,,,,74316
,,,,74317
,,,,74318
,,,,74319
,,,,74320
,,,"Fanfare to precede ""La Peri""",74321
,,,La Mourisque,74322
,,,Basse Danse Bergeret,74323
,,,"Ronde: ""Mon Amy""",74324
,,,Pavane Battaille,74325
,,,,74326
,,,,74327
,,,,74328
,,,,74329
,,,,74330
,,,Bourrées I and II,74331
,,,,74332
,,,,74333
,,,,74334
,,,,74335
,,,,74336
,,,,74337
,,,,74338
,,,,74339
,,,,74340
,,,"Allegro, excerpts",74341
,,,,74342
,,,,74343
,,,Menuetto: Capriccio presto,74344
,,,,74345
,,,,74346
,,,Intermezzo,74347
,,,,74348
,,,"""Come dal ciel precipita,"" Banco (aria), Act II",74349
,,,"""Ella giammai m'amò,"" King Philip II (aria), Act IV",74350
,,,"""Madamina, il catalogo è questo,"" Leporello, Act I, scene v",74351
,,,,74352
,,,,74353
,,,,74354
,,,,74355
,,,,74356
,,,,74357
,,,,74358
,,,,74359
,,,,74360
,,,,74361
,,,,74362
,,,,74363
,,,,74364
,,,,74365
,,,,74366
,,,,74367
,,,"The Witches' Cavern (Ballet), Act III",74368
,,,,74369
,,,March to the Scaffold (Marche au Supplice): Allegretto non troppo,74370
,,,Limoges: Le Marché (Marketplace at Limoges),74371
,,,Excerpt,74372
,,,Un poco sostenuto – Allegro,74373
,,,Anthem (arr. Theodore Wiprud),74374
,,,,74375
,,,,74376
,,,,74377
,,,,74378
,,,,74379
,,,March to the Scaffold (Marche au Supplice): Allegretto non troppo,74380
,,,Andante (excerpt: measures 9 to 16),74381
,,,Limoges: Le Marché (Marketplace at Limoges),74382
,,,Excerpt,74383
,,,A Romantic Happy Birthday (arr. Wiprud),74384
,,,Un poco sostenuto – Allegro,74385
,,,,74386
,,,,74387
,,,,74388
,,,,74389
,,,,74390
,,,,74391
,,,,74392
,,,,74393
,,,,74394
,,,,74395
,,,,74396
,,,,74397
,,,,74398
,,,,74399
,,,,74400
,,,,74401
,,,,74402
,,,,74403
,,,"Allegro, excerpts",74404
,,,,74405
,,,,74406
,,,Allegro,74407
,,,,74408
,,,,74409
,,,,74410
,,,,74411
,,,,74412
,,,,74413
,,,,74414
,,,,74415
,,,,74416
,,,,74417
,,,,74418
,,,,74419
,,,,74420
,,,,74421
,,,,74422
,,,,74423
,,,,74424
,,,,74425
,,,,74426
,,,,74427
,,,,74428
,,,,74429
,,,,74430
,,,,74431
,,,,74432
,,,Sarabande,74433
,,,,74434
,,,,74435
,,,,74436
,,,,74437
,,,,74438
,,,,74439
,,,,74440
,,,,74441
,,,,74442
,,,,74443
,,,Presto,74444
,,,,74445
,,,,74446
,,,,74447
,,,,74448
,,,,74449
,,,,74450
,,,,74451
,,,,74452
,,,,74453
,,,,74454
,,,,74455
,,,,74456
,,,,74457
,,,,74458
,,,,74459
,,,Sehr lebhaft,74460
,,,"Nuages (""Clouds"")",74461
,,,Sinfonia (Overture),74462
,,,Duetto [Vivo],74463
,,,Minuetto-Finale,74464
,,,,74465
,,,,74466
,,,Katydid Country,74467
,,,,74468
,,,,74469
,,,,74470
,,,,74471
,,,,74472
,,,,74473
,,,,74474
,,,,74475
,,,,74476
,,,,74477
,,,,74478
,,,,74479
,,,,74480
,,,,74481
,,,,74482
,,,,74483
,,,,74484
,,,,74485
,,,,74486
,,,,74487
,,,"Allegro, excerpts",74488
,,,,74489
,,,Rondo-Allegretto poco moderato,74490
,,,,74491
,,,,74492
,,,,74493
,,,,74494
,,,,74495
,,,,74496
,,,,74497
,,,Andante,74498
,,,,74499
,,,,74500
,,,,74501
,,,,74502
,,,,74503
,,,,74504
,,,,74505
,,,,74506
,,,,74507
,,,,74508
,,,,74509
,,,,74510
,,,,74511
,,,,74512
,,,,74513
,,,,74514
,,,,74515
,,,,74516
,,,,74517
,,,,74518
,,,,74519
,,,,74520
,,,,74521
,,,"Waltz in A minor, Op. 34, No. 2",74522
,,,,74523
,,,,74524
,,,,74525
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74526
,,,Hungarian Dance No. 1,74527
,,,Farandole,74528
,,,,74529
,,,,74530
,,,,74531
,,,,74532
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74533
,,,Hungarian Dance No. 1,74534
,,,,74535
,,,,74536
,,,Sarabande,74537
,,,,74538
,,,,74539
,,,,74540
,,,Farandole,74541
,,,Hungarian Dance No. 5 (Schmeling),74542
,,,,74543
,,,"Nocturne No. 4 in F major, ""Les zéphyrs 1,"" Op. 15, No. 1",74544
,,,,74545
,,,,74546
,,,,74547
,,,Hungarian Dance No. 1,74548
,,,[string quartet version],74549
,,,,74550
,,,,74551
,,,,74552
,,,Andante,74553
,,,,74554
,,,,74555
,,,,74556
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74557
,,,,74558
,,,,74559
,,,,74560
,,,,74561
,,,Farandole,74562
,,,Hungarian Dance No. 5 (Schmeling),74563
,,,,74564
,,,,74565
,,,,74566
,,,,74567
,,,Farandole,74568
,,,Hungarian Dance No. 1,74569
,,,,74570
,,,,74571
,,,Andante,74572
,,,,74573
,,,,74574
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74575
,,,Hungarian Dance No. 5 (Schmeling),74576
,,,,74577
,,,,74578
,,,,74579
,,,,74580
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74581
,,,Hungarian Dance No. 5 (Schmeling),74582
,,,"Fanfare to precede ""La Peri""",74583
,,,,74584
,,,La Mourisque,74585
,,,"Ronde: ""Mon Amy""",74586
,,,Pavane Battaille,74587
,,,"Sonata pian' e forte a 8, C. 175",74588
,,,,74589
,,,,74590
,,,,74591
,,,,74592
,,,,74593
,,,,74594
,,,,74595
,,,Blues March,74596
,,,,74597
,,,America,74598
,,,,74599
,,,,74600
,,,"No. 2, Moderato, in B minor",74601
,,,Sarabande,74602
,,,,74603
,,,,74604
,,,Hungarian Dance No. 1,74605
,,,Hungarian Dance No. 5 (Schmeling),74606
,,,,74607
,,,,74608
,,,,74609
,,,,74610
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74611
,,,Farandole,74612
,,,,74613
,,,,74614
,,,,74615
,,,,74616
,,,Hungarian Dance No. 1,74617
,,,Hungarian Dance No. 5 (Schmeling),74618
,,,Farandole,74619
,,,,74620
,,,,74621
,,,,74622
,,,,74623
,,,No. 1 in B major (Slavonic Dance No. 9): Molto vivace,74624
,,,,74625
,,,,74626
,,,,74627
,,,,74628
,,,Farandole,74629
,,,Hungarian Dance No. 5 (Schmeling),74630
,,,,74631
,,,,74632
,,,,74633
,,,,74634
,,,,74635
,,,,74636
,,,,74637
,,,,74638
,,,,74639
,,,,74640
,,,,74641
,,,,74642
,,,Allegro,74643
,,,,74644
,,,"Waltz in A-flat major, Op. 34, No. 1 (Valse Brilliante)",74645
,,,,74646
,,,"No. 7, ""Träumerei""",74647
,,,"Prelude No. 6 in G minor. Op. 23, No. 5",74648
,,,piano solo version,74649
,,,,74650
,,,,74651
,,,,74652
,,,,74653
,,,,74654
,,,,74655
,,,,74656
,,,,74657
,,,,74658
,,,,74659
,,,,74660
,,,,74661
,,,,74662
,,,,74663
,,,,74664
,,,,74665
,,,,74666
,,,,74667
,,,,74668
,,,,74669
,,,,74670
,,,,74671
,,,Overture,74672
,,,,74673
,,,,74674
,,,,74675
,,,Overture,74676
,,,,74677
,,,,74678
,,,,74679
,,,,74680
,,,"""Lied der Frauen"" (""Song of the Women"")",74681
,,,"""Morgen""",74682
,,,"""Fruhlingsfeier""",74683
,,,"""Zueignung""",74684
,,,,74685
,,,,74686
,,,,74687
,,,,74688
,,,,74689
,,,"Overture, Op. 362",74690
,,,,74691
,,,,74692
,,,,74693
,,,,74694
,,,,74695
,,,,74696
,,,,74697
,,,,74698
,,,,74699
,,,Vltava (The Moldau),74700
,,,Overture,74701
,,,Overture Finale,74702
,,,Overture,74703
,,,,74704
,,,,74705
,,,,74706
,,,,74707
,,,,74708
,,,,74709
,,,,74710
,,,,74711
,,,,74712
,,,,74713
,,,,74714
,,,,74715
,,,,74716
,,,,74717
,,,Overture,74718
,,,,74719
,,,,74720
,,,Adagio of Spartacus and Phrygia,74721
,,,,74722
,,,,74723
,,,Sabre Dance,74724
,,,,74725
,,,,74726
,,,,74727
,,,,74728
,,,,74729
,,,,74730
,,,,74731
,,,,74732
,,,,74733
,,,"""Wachet auf, ruft uns die Stimme,"" Chorale",74734
,,,,74735
,,,,74736
,,,,74737
,,,,74738
,,,,74739
,,,,74740
,,,,74741
,,,,74742
,,,,74743
,,,,74744
,,,,74745
,,,,74746
,,,,74747
,,,,74748
,,,,74749
,,,,74750
,,,,74751
,,,,74752
,,,,74753
,,,,74754
,,,"""Un ob die Wolke,"" Agathe (Cavatina), Act III",74755
,,,"""Celui dont la parole efface toutes peines ... Il est doux,"" Salomé (aria)",74756
,,,"""Ebben? Ne andrò lontana"" [Salomé's aria]",74757
,,,"Summertime, Clara, Act I, scene 1",74758
,,,,74759
,,,,74760
,,,,74761
,,,,74762
,,,"""Un ob die Wolke,"" Agathe (Cavatina), Act III",74763
,,,"""Celui dont la parole efface toutes peines ... Il est doux,"" Salomé (aria)",74764
,,,"""Ebben? Ne andrò lontana"" [Salomé's aria]",74765
,,,"Summertime, Clara, Act I, scene 1",74766
,,,,74767
,,,,74768
,,,Storm,74769
,,,,74770
,,,,74771
,,,"Waltz in C-sharp minor, Op. 64, No. 2",74772
,,,,74773
,,,,74774
,,,Marche militaire française,74775
,,,,74776
,,,,74777
,,,,74778
,,,,74779
,,,Farandole,74780
,,,,74781
,,,,74782
,,,,74783
,,,,74784
,,,,74785
,,,Sabre Dance,74786
,,,,74787
,,,No. 8 in G minor: Presto,74788
,,,Overture,74789
,,,,74790
,,,,74791
,,,,74792
,,,,74793
,,,,74794
,,,,74795
,,,,74796
,,,,74797
,,,,74798
,,,,74799
,,,,74800
,,,Hungarian Dance No. 1,74801
,,,Hungarian Dance No. 5 (Schmeling),74802
,,,,74803
,,,,74804
,,,,74805
,,,,74806
,,,,74807
,,,,74808
,,,,74809
,,,,74810
,,,,74811
,,,,74812
,,,,74813
,,,,74814
,,,,74815
,,,,74816
,,,,74817
,,,,74818
,,,,74819
,,,,74820
,,,,74821
,,,,74822
,,,,74823
,,,,74824
,,,,74825
,,,,74826
,,,,74827
,,,,74828
,,,,74829
,,,,74830
,,,,74831
,,,October: Autumn Song [Andante doloroso e molto cantabile],74832
,,,,74833
,,,,74834
,,,,74835
,,,,74836
,,,,74837
,,,,74838
,,,,74839
,,,,74840
,,,"Mazurka in G minor, Op. 24, No. 1",74841
,,,"Mazurka in in C major, Op. 24, No. 2",74842
,,,"Mazurka in A-flat major, Op. 24, No. 3",74843
,,,"Mazurka in B-flat minor, Op. 24, No. 4",74844
,,,"Polonaise in C-sharp minor, Op. 26, No. 1",74845
,,,"Polonaise in E-flat minor, Op. 26, No. 2",74846
,,,"Mazurka in A minor, op. 17, No. 4",74847
,,,"Waltz in G-flat major, Op. 70, No. 1",74848
,,,"Waltz in F minor, Op. 70, No. 2",74849
,,,"Waltz in D-flat major, Op. 70, No. 3",74850
,,,,74851
,,,,74852
,,,,74853
,,,Adagio,74854
,,,Allegro moderato,74855
,,,Andante,74856
,,,,74857
,,,,74858
,,,,74859
,,,,74860
,,,,74861
,,,Adagio,74862
,,,,74863
,,,,74864
,,,,74865
,,,Sarabande,74866
,,,,74867
,,,,74868
,,,Scene: Moderato (from Act II),74869
,,,Waltz: Tempo di valse (from Act I),74870
,,,"Dances of the Swans: Variation IV, Allegro moderato (from Act II)",74871
,,,"Dances of the Swans: Variation V, Pas d'action, Andante - Andante non troppo - Tempo I (from Act II)",74872
,,,Hungarian Dance. Czardas: Moderato assai - Allegro moderato - Vivace (from Act III),74873
,,,,74874
,,,,74875
,,,,74876
,,,,74877
,,,,74878
,,,,74879
,,,,74880
,,,Pezzo elegaico: Moderato assai—Allegro giusto,74881
,,,Scene: Moderato (from Act II),74882
,,,Waltz: Tempo di valse (from Act I),74883
,,,"Dances of the Swans: Variation IV, Allegro moderato (from Act II)",74884
,,,"Dances of the Swans: Variation V, Pas d'action, Andante - Andante non troppo - Tempo I (from Act II)",74885
,,,Hungarian Dance. Czardas: Moderato assai - Allegro moderato - Vivace (from Act III),74886
,,,,74887
,,,,74888
,,,,74889
,,,,74890
,,,,74891
,,,,74892
,,,Sarabande,74893
,,,Bourée,74894
,,,Jive Dance,74895
,,,,74896
,,,,74897
,,,,74898
,,,,74899
,,,,74900
,,,,74901
,,,Something's Comin',74902
,,,Maria,74903
,,,America,74904
,,,,74905
,,,,74906
,,,,74907
,,,,74908
,,,,74909
,,,,74910
,,,,74911
,,,,74912
,,,,74913
,,,,74914
,,,,74915
,,,,74916
,,,,74917
,,,,74918
,,,,74919
,,,,74920
,,,,74921
,,,,74922
,,,,74923
,,,,74924
,,,,74925
,,,The Montagues and the Capulets,74926
,,,Dance of the Girls,74927
,,,Masks,74928
,,,,74929
,,,Fanfare [1998],74930
,,,Announcement [2000],74931
,,,,74932
,,,,74933
,,,,74934
,,,No. 1 in C major: Presto,74935
,,,III. Sarabande,74936
,,,IV. Bourrée I,74937
,,,Bourrée II,74938
,,,,74939
,,,,74940
,,,"Excerpt, to [F]",74941
,,,Mambo (Presto),74942
,,,Cha-Cha (Andantino con grazia),74943
,,,"""Cool"" Fugue (Allegretto)",74944
,,,,74945
,,,Overture,74946
,,,,74947
,,,,74948
,,,,74949
,,,,74950
,,,,74951
,,,,74952
,,,,74953
,,,Nashville Nightingale,74954
,,,,74955
,,,,74956
,,,,74957
,,,,74958
,,,,74959
,,,No One is Alone,74960
,,,,74961
,,,,74962
,,,"""Lost in the Stars""",74963
,,,No More,74964
,,,,74965
,,,Ac-Cen-Tchu-Ate the Positive bows,74966
,,,"""Some Other Time""",74967
,,,,74968
,,,Overture,74969
,,,,74970
,,,,74971
,,,,74972
,,,,74973
,,,,74974
,,,,74975
,,,,74976
,,,Nashville Nightingale,74977
,,,,74978
,,,,74979
,,,,74980
,,,,74981
,,,,74982
,,,No One is Alone,74983
,,,,74984
,,,,74985
,,,"""Lost in the Stars""",74986
,,,No More,74987
,,,,74988
,,,Ac-Cen-Tchu-Ate the Positive bows,74989
,,,"""Some Other Time""",74990
,,,,74991
,,,Overture,74992
,,,,74993
,,,,74994
,,,,74995
,,,,74996
,,,,74997
,,,,74998
,,,,74999
,,,,75000
,,,,75001
,,,,75002
,,,,75003
,,,,75004
,,,,75005
,,,,75006
,,,Vyšehrad (The High Castle),75007
,,,Vltava (The Moldau),75008
,,,Šárka,75009
,,,Z ceskych luhu a háju (From Bohemia's Woods and Fields),75010
,,,,75011
,,,,75012
,,,,75013
,,,,75014
,,,Vyšehrad (The High Castle),75015
,,,Vltava (The Moldau),75016
,,,Šárka,75017
,,,Z ceskych luhu a háju (From Bohemia's Woods and Fields),75018
,,,,75019
,,,,75020
,,,,75021
,,,,75022
,,,,75023
,,,,75024
,,,,75025
,,,,75026
,,,,75027
,,,,75028
,,,,75029
,,,,75030
,,,,75031
,,,,75032
,,,,75033
,,,,75034
,,,,75035
,,,,75036
,,,,75037
,,,,75038
,,,Inside the Music Presentation,75039
,,,,75040
,,,,75041
,,,Act III: Introduction,75042
,,,,75043
,,,,75044
,,,,75045
,,,Sehr behaglich [Very leisurely],75046
,,,,75047
,,,,75048
,,,,75049
,,,,75050
,,,,75051
,,,,75052
,,,Part I,75053
,,,Sinfonia (Overture),75054
,,,Recitative (Tenor): Comfort ye my people,75055
,,,Air (Tenor): Ev'ry valley shall be exalted,75056
,,,Chorus: And the glory of the Lord,75057
,,,Recitative (Bass): Thus saith the Lord of Hosts,75058
,,,Air (Contralto): But who may abide the day of His coming?,75059
,,,Chorus: And He shall purify,75060
,,,"Recitative (Contralto): Behold, a virgin shall conceive",75061
,,,Air and Chorus (Contralto): O thou that tellest,75062
,,,"Recitative (Bass): For, behold, darkness shall cover the earth",75063
,,,Air (Bass): The people that walked in darkness,75064
,,,Chorus: For unto us a Child is born,75065
